date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2025-12-20,Georgia Southern Eagles,James Madison Dukes,away,126,0.9529722633624816,0.4424778761061947,0.5104943872562869,0.40515427560022776,0.1,1000,away_ml
2025-12-20,Tennessee Tech Golden Eagles,Tenn-Martin Skyhawks,away,108,0.9695800614890846,0.4807692307692308,0.4888108307198538,0.45260262103690163,0.1,1000,away_ml
2025-12-20,Tennessee St,SE Missouri St Redhawks,away,102,0.9308100538055996,0.49504950495049505,0.4357605488551045,0.42721622436774953,0.1,1000,away_ml
2025-12-20,Ohio Bobcats,Bowling Green Falcons,away,112,0.8721388163019745,0.4716981132075472,0.40044070309442736,0.3575363420485958,0.08938408551214895,894,away_ml
2025-12-20,Southern Indiana Screaming Eagles,Morehead St Eagles,away,-140,0.9762153906211356,0.5833333333333334,0.39288205728780223,0.550034880202923,0.1,1000,away_ml
2025-12-20,Southern Miss Golden Eagles,Arkansas St Red Wolves,away,-150,0.9762153906211356,0.6,0.3762153906211356,0.5643230859317035,0.1,1000,away_ml
2025-12-21,Pepperdine Waves,Rice Owls,away,-128,0.8806800142118487,0.5614035087719298,0.3192765054399189,0.40867392696309623,0.1,1000,away_ml
2025-12-21,Georgetown Hoyas,Xavier Musketeers,home,-230,0.9647995477222813,0.696969696969697,0.26782985075258425,0.6160086567309438,0.1,1000,home_ml
2025-12-20,Troy Trojans,Marshall Thundering Herd,away,164,0.6162600556109354,0.3787878787878788,0.23747217682305666,0.144800107818937,0.03620002695473425,362,away_ml
2025-12-21,Colorado Buffaloes,Stanford Cardinal,home,-205,0.8965460187217998,0.6721311475409836,0.22441487118081627,0.4600504859206734,0.1,1000,home_ml
2025-12-20,Arkansas Razorbacks,Houston Cougars,away,-192,0.8586011179308425,0.6575342465753424,0.20106687135550005,0.38604839300256,0.09651209825064,965,away_ml
2025-12-20,Vermont Catamounts,Iona Gaels,away,168,0.5688239503248961,0.373134328358209,0.1956896219666871,0.11648191783731376,0.02912047945932844,291,away_ml
2025-12-20,North Carolina Central Eagles,Longwood Lancers,away,-210,0.87207365538926,0.6774193548387096,0.19465430055055033,0.4087740311561556,0.1,1000,away_ml
2025-12-20,Ohio State Buckeyes,North Carolina,away,-184,0.8189227755647626,0.647887323943662,0.17103545162110056,0.31470523098282505,0.07867630774570626,787,away_ml
