date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2025-12-21,Charlotte 49ers,UIC Flames,away,126,0.9718482993712794,0.4424778761061947,0.5293704232650847,0.42013525655959105,0.1,1000,away_ml
2025-12-22,Cal Poly Mustangs,Idaho Vandals,home,128,0.8497490446495615,0.43859649122807015,0.4111525534214913,0.32121293236054005,0.08030323309013501,803,home_ml
2025-12-21,Evansville Purple Aces,Drake,away,-172,0.9837142073973844,0.6323529411764706,0.3513612662209138,0.6043413778999716,0.1,1000,away_ml
2025-12-21,New Mexico St Aggies,Sam Houston St Bearkats,away,168,0.7078630563583397,0.373134328358209,0.3347287280001307,0.19924329047626832,0.04981082261906708,498,away_ml
2025-12-21,Manhattan Jaspers,Presbyterian Blue Hose,away,-132,0.8732573370239456,0.5689655172413793,0.30429181978256625,0.40166520211298745,0.1,1000,away_ml
2025-12-21,Marist Red Foxes,Stony Brook Seawolves,home,-220,0.9666021878722177,0.6875,0.27910218787221774,0.614024813318879,0.1,1000,home_ml
2025-12-21,Albany Great Danes,Cornell Big Red,away,-260,0.9942005337421594,0.7222222222222222,0.27197831151993723,0.7071436099518369,0.1,1000,away_ml
2025-12-21,Valparaiso Beacons,Murray St Racers,away,-260,0.9942005337421594,0.7222222222222222,0.27197831151993723,0.7071436099518369,0.1,1000,away_ml
2025-12-21,Wake Forest Demon Deacons,Vanderbilt Commodores,away,-250,0.9638015892493841,0.7142857142857143,0.24951587496366978,0.6237896874091746,0.1,1000,away_ml
2025-12-21,Alabama A&M,Chattanooga Mocs,away,-164,0.8575510346304068,0.6212121212121212,0.2363389134182856,0.38759581800598836,0.09689895450149709,969,away_ml
2025-12-21,Incarnate Word Cardinals,Northern Arizona Lumberjacks,home,-300,0.9826546742712137,0.75,0.23265467427121367,0.6979640228136411,0.1,1000,home_ml
2025-12-21,Bradley Braves,Southern Illinois Salukis,home,-285,0.9557642815427124,0.7402597402597403,0.21550454128297214,0.6141879426564706,0.1,1000,home_ml
2025-12-21,Cleveland St Vikings,Milwaukee Panthers,away,-315,0.9490529334708561,0.7590361445783133,0.1900167888925428,0.5985528850115098,0.1,1000,away_ml
2025-12-21,UMKC Kangaroos,Austin Peay Governors,away,-375,0.9695461303629105,0.7894736842105263,0.18007244615238416,0.6752716730714408,0.1,1000,away_ml
2025-12-21,Monmouth Hawks,Lehigh Mountain Hawks,home,-470,0.9958500089209754,0.8245614035087719,0.17128860541220348,0.805056445437356,0.1,1000,home_ml
2025-12-21,Hofstra Pride,Quinnipiac Bobcats,home,-290,0.9147845864890792,0.7435897435897436,0.17119484289933562,0.49646504440807326,0.1,1000,home_ml
