date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2025-12-17,Lamar,UT Rio Grande Valley Vaqueros,away,126,0.9575587313924476,0.4424778761061947,0.5150808552862529,0.4087943295922643,0.1,1000,away_ml
2025-12-16,UMass Lowell River Hawks,Sacred Heart Pioneers,away,-120,0.9325630454097134,0.5454545454545454,0.38710849995516794,0.4645301999462014,0.1,1000,away_ml
2025-12-17,Cal Poly Mustangs,Montana St Bobcats,away,-140,0.9655157307704083,0.5833333333333334,0.38218239743707494,0.5350553564119048,0.1,1000,away_ml
2025-12-17,Wright St Raiders,Miami (OH) RedHawks,away,-128,0.8943146038742278,0.5614035087719298,0.332911095102298,0.42612620173094146,0.1,1000,away_ml
2025-12-17,Georgia Tech Yellow Jackets,Marist Red Foxes,home,-300,0.9944615200622008,0.75,0.2444615200622008,0.7333845601866025,0.1,1000,home_ml
2025-12-16,Drexel Dragons,Howard Bison,home,-315,0.9820428698685086,0.7590361445783133,0.22300672529019538,0.7024711846641155,0.1,1000,home_ml
2025-12-17,Tennessee Volunteers,Louisville,away,110,0.6754420625419089,0.47619047619047616,0.1992515863514327,0.18113780577402971,0.04528445144350743,453,away_ml
2025-12-16,Holy Cross Crusaders,Dartmouth Big Green,away,-118,0.7252599961636614,0.5412844036697247,0.1839755924939367,0.2170911991428453,0.054272799785711326,543,away_ml
2025-12-17,UNC Greensboro,North Carolina A&T Aggies,home,-300,0.9181931977359128,0.75,0.1681931977359128,0.5045795932077385,0.1,1000,home_ml
2025-12-17,Dayton Flyers,Florida St Seminoles,home,-285,0.9024798711766365,0.7402597402597403,0.16222013091689624,0.4623273731131543,0.1,1000,home_ml
