date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2026-03-08,Furman Paladins,UNC Greensboro,away,220,0.6893937075254866,0.3125,0.37689370752548657,0.17131532160249388,0.04282883040062347,428,away_ml
2026-03-08,UIC Flames,Northern Iowa Panthers,home,126,0.7897624970760493,0.4424778761061947,0.3472846209698546,0.27562271505544017,0.06890567876386004,689,home_ml
2026-03-08,Tulane Green Wave,Memphis,away,-110,0.8557107920208769,0.5238095238095238,0.331901268211353,0.3650913950324883,0.09127284875812207,913,away_ml
2026-03-08,Merrimack Warriors,Marist Red Foxes,home,-182,0.9635254371621379,0.6453900709219859,0.31813536624015204,0.5790063665570767,0.1,1000,home_ml
2026-03-08,Green Bay Phoenix,Northern Kentucky Norse,away,-142,0.8642872533504259,0.5867768595041323,0.2775103938462936,0.39406475926173695,0.09851618981543424,985,away_ml
2026-03-09,Oregon St Beavers,San Francisco Dons,away,-166,0.8606194688011565,0.6240601503759399,0.2365593184252166,0.3926884685858596,0.0981721171464649,982,away_ml
2026-03-08,UNC Wilmington Seahawks,Campbell Fighting Camels,home,-350,0.9907008083433493,0.7777777777777778,0.2129230305655715,0.7452306069795005,0.1,1000,home_ml
2026-03-08,Rutgers Scarlet Knights,Penn State Nittany Lions,away,176,0.5624972330652285,0.36231884057971014,0.20017839248551833,0.11373772300313544,0.02843443075078386,284,away_ml
2026-03-09,Siena Saints,Fairfield Stags,home,-146,0.7764558247164051,0.5934959349593496,0.18295988975705546,0.26712143904530095,0.06678035976132524,668,home_ml
2026-03-08,Nebraska Cornhuskers,Iowa Hawkeyes,home,-265,0.8952907773790099,0.726027397260274,0.16926338011873587,0.44854795731465014,0.1,1000,home_ml
2026-03-08,Portland St Vikings,Idaho State Bengals,home,-325,0.9160397864543786,0.7647058823529411,0.15133390410143743,0.49183518832967166,0.1,1000,home_ml
