date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2026-02-22,Rider Broncs,Niagara Purple Eagles,home,100,0.9045538615586811,0.5,0.4045538615586811,0.4045538615586811,0.1,1000,home_ml
2026-02-22,Wisconsin Badgers,Iowa Hawkeyes,home,-154,0.9222639434905692,0.6062992125984252,0.31596473089214394,0.4865856855739017,0.1,1000,home_ml
2026-02-22,Detroit Mercy Titans,Green Bay Phoenix,away,106,0.7852728762319136,0.4854368932038835,0.29983598302803005,0.28286413493210383,0.07071603373302596,707,away_ml
2026-02-22,Quinnipiac Bobcats,Fairfield Stags,home,-260,0.9886088113434173,0.7222222222222222,0.26638658912119506,0.6926051317151072,0.1,1000,home_ml
2026-02-22,Siena Saints,Saint Peter's Peacocks,home,-285,0.9887123143164244,0.7402597402597403,0.24845257405668408,0.7080898360615496,0.1,1000,home_ml
2026-02-22,Lafayette Leopards,American Eagles,away,-225,0.9363025642377245,0.6923076923076923,0.24399487193003222,0.5489884618425726,0.1,1000,away_ml
2026-02-22,Cleveland St Vikings,Fort Wayne Mastodons,away,-166,0.8606194688011565,0.6240601503759399,0.2365593184252166,0.3926884685858596,0.0981721171464649,982,away_ml
2026-02-22,Bucknell Bison,Holy Cross Crusaders,home,-152,0.8195096751135725,0.6031746031746031,0.2163350719389694,0.3288293093472335,0.08220732733680837,822,home_ml
2026-02-22,Marist Red Foxes,Sacred Heart Pioneers,home,-345,0.9787674919624683,0.7752808988764045,0.20348659308606376,0.7020287461469201,0.1,1000,home_ml
2026-02-22,North Texas Mean Green,Florida Atlantic Owls,home,-162,0.8209160061601686,0.6183206106870229,0.20259539547314565,0.3282045406664959,0.08205113516662398,821,home_ml
2026-02-22,Oakland Golden Grizzlies,Milwaukee Panthers,home,-315,0.9613146062313923,0.7590361445783133,0.20227846165307906,0.6371771542071991,0.1,1000,home_ml
