date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2026-01-08,Bryant,UMass Lowell River Hawks,away,132,0.9553990607917116,0.43103448275862066,0.5243645780330909,0.3972458924493112,0.0993114731123278,993,away_ml
2026-01-09,CSU Bakersfield Roadrunners,UC Riverside Highlanders,away,138,0.9270948184775685,0.42016806722689076,0.5069267512506777,0.36733822554396933,0.09183455638599233,918,away_ml
2026-01-09,Georgia St Panthers,Appalachian St Mountaineers,away,-134,0.9601020186303795,0.5726495726495726,0.38745244598080686,0.5191862776142813,0.1,1000,away_ml
2026-01-09,Northern Arizona Lumberjacks,Weber State,away,-140,0.9707176743105571,0.5833333333333334,0.38738434097722374,0.5423380773681131,0.1,1000,away_ml
2026-01-09,NJIT Highlanders,New Hampshire,away,-118,0.9089691269114771,0.5412844036697247,0.3676847232417524,0.43386797342526784,0.1,1000,away_ml
2026-01-09,North Florida Ospreys,West Georgia Wolves,away,-160,0.9749855480889349,0.6153846153846154,0.3596009327043195,0.5753614923269111,0.1,1000,away_ml
2026-01-09,Oregon Ducks,Ohio State Buckeyes,home,-166,0.9835016157409888,0.6240601503759399,0.35944146536504895,0.5966728325059814,0.1,1000,home_ml
2026-01-09,Eastern Washington Eagles,Montana St Bobcats,away,-170,0.9817002423169434,0.6296296296296297,0.35207061268731377,0.5985200415684333,0.1,1000,away_ml
2026-01-09,Bellarmine Knights,Central Arkansas,away,-106,0.8650576219159,0.5145631067961165,0.35049451511978347,0.37152418602697046,0.09288104650674261,929,away_ml
2026-01-09,Tarleton State Texans,Abilene Christian,away,220,0.5730169740727111,0.3125,0.2605169740727111,0.11841680639668686,0.029604201599171716,296,away_ml
2026-01-09,San Diego Toreros,Pepperdine Waves,home,-205,0.9249372220852105,0.6721311475409836,0.2528060745442269,0.5182524528156651,0.1,1000,home_ml
2026-01-09,Louisiana Tech,Liberty Flames,away,-260,0.9617544532013175,0.7222222222222222,0.23953223097909526,0.6227838005456477,0.1,1000,away_ml
2026-01-09,Western Illinois Leathernecks,Tennessee St,away,-300,0.9808793669838897,0.75,0.23087936698388967,0.6926381009516691,0.1,1000,away_ml
2026-01-09,Southern Indiana Screaming Eagles,SE Missouri St Redhawks,away,-300,0.9808793669838897,0.75,0.23087936698388967,0.6926381009516691,0.1,1000,away_ml
2026-01-09,Loyola Marymount Lions,San Francisco Dons,home,-115,0.7653661263110744,0.5348837209302325,0.23048240538084186,0.2650547661879682,0.06626369154699205,663,home_ml
2026-01-09,Southern Miss Golden Eagles,Texas State Bobcats,home,-230,0.9272030605687582,0.696969696969697,0.2302333635990612,0.5295367362778409,0.1,1000,home_ml
2026-01-09,North Carolina A&T Aggies,Elon Phoenix,away,-250,0.929244271665707,0.7142857142857143,0.2149585573799927,0.5373963934499819,0.1,1000,away_ml
2026-01-09,UTEP Miners,Middle Tennessee Blue Raiders,away,-194,0.8689894420511182,0.6598639455782312,0.20912549647288692,0.4057034631574007,0.1,1000,away_ml
2026-01-09,Eastern Illinois Panthers,Tennessee Tech Golden Eagles,away,-122,0.7520060319130245,0.5495495495495496,0.2024564823634749,0.2469969084834394,0.06174922712085985,617,away_ml
2026-01-09,Eastern Kentucky Colonels,North Alabama Lions,home,-290,0.9427650290227937,0.7435897435897436,0.19917528543305008,0.5776083277558451,0.1,1000,home_ml
2026-01-09,Louisiana Ragin' Cajuns,UL Monroe Warhawks,home,-375,0.9833386682575775,0.7894736842105263,0.19386498404705121,0.7269936901764422,0.1,1000,home_ml
2026-01-09,Northeastern,UNC Wilmington Seahawks,away,-182,0.8347785360843231,0.6453900709219859,0.1893884651623372,0.3446870065954537,0.08617175164886343,862,away_ml
2026-01-09,Coastal Carolina Chanticleers,Old Dominion Monarchs,home,-176,0.822551979573286,0.6376811594202898,0.18487082015299616,0.32537264346927314,0.08134316086731828,813,home_ml
2026-01-09,UC Santa Barbara Gauchos,UC Davis Aggies,home,-200,0.844580057539096,0.6666666666666666,0.1779133908724294,0.3558267817448588,0.0889566954362147,890,home_ml
2026-01-09,Idaho Vandals,Montana Grizzlies,home,-188,0.8236635118751996,0.6527777777777778,0.1708857340974218,0.321265180103153,0.08031629502578826,803,home_ml
2026-01-09,Monmouth Hawks,William & Mary Tribe,away,-164,0.7903937140964512,0.6212121212121212,0.16918159288433,0.27745781233030115,0.06936445308257529,694,away_ml
2026-01-09,Oregon St Beavers,Seattle Redhawks,away,-205,0.8347785360843231,0.6721311475409836,0.1626473885433395,0.333427146513846,0.0833567866284615,834,away_ml
