date,home_team,away_team,side,odds,model_prob,implied_prob,edge,kelly_full,kelly_applied,bet_size_dollars,market
2026-01-10,UT-Arlington Mavericks,Abilene Christian,away,136,0.9365350746940504,0.423728813559322,0.5128062611347284,0.37706342730494724,0.09426585682623681,943,away_ml
2026-01-10,Albany Great Danes,Bryant,away,118,0.9489008931680594,0.45871559633027525,0.4901852968377841,0.4154112685065968,0.1,1000,away_ml
2026-01-10,NJIT Highlanders,Maine Black,away,106,0.9662858637216961,0.4854368932038835,0.4808489705178126,0.45363110426208736,0.1,1000,away_ml
2026-01-10,Missouri St,Florida Int'l Golden Panthers,away,106,0.9662858637216961,0.4854368932038835,0.4808489705178126,0.45363110426208736,0.1,1000,away_ml
2026-01-10,Wagner Seahawks,Mercyhurst Lakers,away,130,0.9101865295533994,0.43478260869565216,0.47540392085774724,0.3656953237367287,0.09142383093418217,914,away_ml
2026-01-10,Jacksonville Dolphins,West Georgia Wolves,away,100,0.9536654137347016,0.5,0.4536654137347016,0.4536654137347016,0.1,1000,away_ml
2026-01-11,UMKC Kangaroos,North Dakota Fighting Hawks,away,102,0.9308100538055996,0.49504950495049505,0.4357605488551045,0.42721622436774953,0.1,1000,away_ml
2026-01-10,Le Moyne Dolphins,Central Connecticut St,away,-104,0.9450986637119452,0.5098039215686274,0.43529474214331776,0.4527065318290504,0.1,1000,away_ml
2026-01-10,New Orleans Privateers,Nicholls St Colonels,away,-104,0.9450986637119452,0.5098039215686274,0.43529474214331776,0.4527065318290504,0.1,1000,away_ml
2026-01-10,Bucknell Bison,Loyola (MD) Greyhounds,away,210,0.7561784375579715,0.3225806451612903,0.4335977923966812,0.20647513923651487,0.051618784809128716,516,away_ml
2026-01-10,Radford Highlanders,UNC Asheville,away,176,0.7793110724587502,0.36231884057971014,0.41699223187904005,0.23692740447672733,0.05923185111918183,592,away_ml
2026-01-10,Auburn,Arkansas Razorbacks,away,-102,0.9200750910602324,0.504950495049505,0.4151245960107275,0.423427087930942,0.1,1000,away_ml
2026-01-10,Creighton Bluejays,St. John's Red Storm,home,-122,0.9632220632768159,0.5495495495495496,0.4136725137272663,0.5046804667472649,0.1,1000,home_ml
2026-01-10,Eastern Washington Eagles,Montana Grizzlies,away,-128,0.956543650629464,0.5614035087719298,0.3951401418575342,0.5057793815776438,0.1,1000,away_ml
2026-01-11,CSU Fullerton Titans,CSU Northridge Matadors,away,-105,0.9054871181395288,0.5121951219512195,0.39329199618830923,0.4129565959977247,0.1,1000,away_ml
2026-01-10,Northeastern,Towson,away,-138,0.9726452003244522,0.5798319327731093,0.39281326755134294,0.5420823092208532,0.1,1000,away_ml
2026-01-10,Maryland-Eastern Shore Hawks,Howard Bison,away,-150,0.9762153906211356,0.6,0.3762153906211356,0.5643230859317035,0.1,1000,away_ml
2026-01-10,Eastern Kentucky Colonels,Central Arkansas,away,-152,0.9788199633861234,0.6031746031746031,0.3756453602115203,0.5709809475215107,0.1,1000,away_ml
2026-01-10,Cal Poly Mustangs,UC Davis Aggies,away,-128,0.930355569247399,0.5614035087719298,0.36895206047546925,0.47225863740860063,0.1,1000,away_ml
2026-01-10,Texas Southern,Arkansas-Pine Bluff Golden Lions,away,-128,0.9223558537354088,0.5614035087719298,0.36095234496347905,0.4620190015532532,0.1,1000,away_ml
2026-01-11,Portland Pilots,Oregon St Beavers,away,-108,0.8798704497283721,0.5192307692307693,0.36063968049760287,0.38949085493741104,0.09737271373435276,974,away_ml
2026-01-10,Chattanooga Mocs,Samford,away,-110,0.8798704497283721,0.5238095238095238,0.3560609259188483,0.3916670185107331,0.09791675462768328,979,away_ml
2026-01-10,Idaho Vandals,Montana St Bobcats,away,-110,0.8798704497283721,0.5238095238095238,0.3560609259188483,0.3916670185107331,0.09791675462768328,979,away_ml
2026-01-11,Lamar,Incarnate Word Cardinals,away,-106,0.8650576219159,0.5145631067961165,0.35049451511978347,0.37152418602697046,0.09288104650674261,929,away_ml
2026-01-10,Coastal Carolina Chanticleers,Appalachian St Mountaineers,away,-106,0.8650576219159,0.5145631067961165,0.35049451511978347,0.37152418602697046,0.09288104650674261,929,away_ml
2026-01-10,Sam Houston St Bearkats,Liberty Flames,away,-118,0.8841145242849975,0.5412844036697247,0.34283012061527274,0.40453954232602185,0.1,1000,away_ml
2026-01-10,Stonehill Skyhawks,Chicago St Cougars,away,168,0.7078630563583397,0.373134328358209,0.3347287280001307,0.19924329047626832,0.04981082261906708,498,away_ml
